@relation output_tweet_train

@attribute topicazo {twitter,google,apple,microsoft}
@attribute classs {positive,negative,neutral,irrelevant}
@attribute TweetText string

@data
google,neutral,'nothing like saying screw you to a bad real estate company on 7 different social pages google citysearch yellowpages yelp yahoo'
microsoft,neutral,'Microsoft Codename Data Explorer CTP Coming Next Month http t co NkhuoM7U SQLServer SQL2012 SQLAzure'
apple,positive,'apple iOS 5 upgrade done Much better feature Few more feature required'
twitter,irrelevant,'Twitter Facebook Google YouTube Msn Gmail OFF A dormir se ha dicho'
google,neutral,'On Google then go here http t co AwDFxDcI GPlus Googleplus Google teamfollowback socialnetwork'
twitter,neutral,'RT Sour D Reyyy obsexxed69 got one of the dopest blogs on Twitter and Tumblr RealTalk'
microsoft,negative,'Microsoft took 6 months to recruit Everson and 9 months to lose her to Faceboook via Adweek http t co l5mTm6Ig'
google,neutral,'Why is everyone hating on Android IceCreamSandwich ICS everyoneisacritic os google'
twitter,neutral,'People aren t the same as they wanna be perceived on twitter Please believe I m that crazy bitch at work who slaps everyones ass in line'
twitter,irrelevant,'StevenRestern Wvn soi novato en Twitter me explica D'
twitter,neutral,'Can an algorithm be wrong Twitter Trends the specter of censorship and our faith in the algorithms around us http t co 3NxZT7hd'
google,neutral,'engineers google Manny Marroquin MannyMarroquin'
twitter,neutral,'Sleep Finally Twitter'
google,positive,'Google Nexus press conference http t co 2WV01o5v slick'
google,neutral,'Just wonder how much time it will take throw an update of android ICS on Nexus S Please google make it quick this time'
google,irrelevant,'RT twandroid Consommation data affich e dans les param tres avec m me une approximation de la consommation future google nexusprime'
apple,neutral,'Why doesn t the Genius have songs for Watch the Throne yet HUH APPLE'
microsoft,neutral,'Microsoft s Steve Ballmer attacks Android phones Telegraph http t co EvkkeA8l via Telegraph'
twitter,neutral,'BADDchikkENT See What I Mean Twitter o O'
twitter,irrelevant,'Bom vou fechar esse Twitter porque ele est roubando os meus assuntos'
apple,irrelevant,'chriswglowe apple gadgetlab you can tell me tonight cracking open the vodka tonight if you fancy'
twitter,neutral,'kaiylw0lf So Tumblr is way more addictive than Twitter but i still love both of them and they can coincide with each other bromance'
twitter,neutral,'Gonna Crash Out Pretty Tired Night Twitter lt 3'
twitter,neutral,'madtruckman Modern Day Autograph I like the way you put that twitter'
twitter,neutral,'I need 2 unfollow some of these wannabe G s RT SteveGr8ofTeeZ RT The Kase Do real thugs have twitter confusedbymytimeline Hell no'
microsoft,irrelevant,'RT packard bell Microsoft presenta un teclado touch sobre cualquier superficie http t co mU1FdIhF'
google,positive,'Thanks Android for admitting you re ugly New font is a good start ics google'
twitter,neutral,'watching a new interview with L1LD3BB13 giving props to twitter glad to see her out on her own doing her own thang'
twitter,neutral,'Everybody a somebody on twitter FAKE ASSES'
twitter,neutral,'Night twitter lord please let that girl get some sleep'
microsoft,irrelevant,'Noti Bolivia Microsoft lanza sitio oficial de Skype http t co V1WeJ6z6'
twitter,neutral,'RT BucBoyy Ima Addicted To Twitter'
microsoft,positive,'Microsoft Cloud Microsoft offers students free access to its technologies to improve employability Dubbe http t co rGBHHUQP TCN'
google,positive,'RT RoycinD FINALLY Power Volume Screenshot No more rooting required Google ICS galaxynexus'
twitter,neutral,'ahooten23 welcomee to twitter'
twitter,neutral,'these chickz on twitter stay with they mommy'
apple,positive,'Thx instagram Thx apple hypo D 76 tri x http t co D7EeJHBT'
apple,negative,'RT RedDeerSteph Joelplane apple I hear you I ve had trouble with my 3 now 4 I ve even turned down brightness andshuttingdownru'
twitter,neutral,'Thanks for the follow don t forget to add us to your Twitter list'
microsoft,neutral,'FreeSoftwareFoundation publicly warns of danger of implementing Microsoft Restrictedboot w o UEFI http t co NASQbmaT anonymous USDOR'
microsoft,irrelevant,'uniquegens Microsoft'
twitter,irrelevant,'Buenas noches a todos ya casi fin d semana y ma ana clase a las 7 ya el ultimo jalon twitter off'
apple,negative,'Correction Best Buy kudos to Chris Alamo Ranch S A TX fixed issues couldn t resolve after 1 2 day w ATT Apple Hero of my day'
twitter,neutral,'i just realized if i have a ridiculously long name in twitter no one could reply to me hmm the possibilities'
microsoft,irrelevant,'RT remcovandenhout Meest comfortabele Touch area voor tablets volgens onderzoek Microsoft augnl 2thumbsUp http t co yPeRGaf1'
microsoft,irrelevant,'Microsoft portiert Enterprise BI Apps auf iOS und Android ITespresso de http t co XUEPaaR2'
apple,positive,'Thank you apple My new gf iphone4s is great She does everything'
twitter,irrelevant,'MI NOVIA Y COSTUMBRE DE DEJARME DE SEGUIR EN TWITTER JAJJAA'
google,neutral,'RT BrightSideNews Google and Samsung Announce the Galaxy Nexus http t co dZHvFxVh Android ICS Icecreamsandwich Google Samsung'
google,negative,'Why is Google advertising Adwords Express on Bing Hmmm I know Ballmer is happy D Google your already a monopoly'
google,neutral,'New Galaxy Nexus App Improvements New visual voicemail within the phone app nexus samsung google android bit ly nEJbyE'
twitter,positive,'But fb still sucks amp twitter beats it anyday'
apple,neutral,'Comparing the apple BlackBerry apps interfaces can anyone imagine how BlackBerry could have done worse sadreally'
twitter,irrelevant,'Me identifico mas con TWITTER q con FACE xq aqui puedo expresar todo lo q siento x JUSTIN sin temor a ser criticada'
google,irrelevant,'necesito encontrar tantas respuestas que no las da ni google ni wikipedia entonces donde'
twitter,irrelevant,'Yerson Aponte Que conste quedo en el Twitter xD'
twitter,irrelevant,'DayaThomas Amiga le doy mi Bienvenida al Twitter Kisesessesesesesesese'
apple,negative,'I will never purchase another Apple product for the rest of my life I am glad Steve Jobs is fucking dead MAY YOU FUCKING ROT IN HELL'
apple,negative,'Apparently fuzzball crashes on iOS5 Congratulations apple on another incompatible upgrade'
twitter,neutral,'Raza Abbas NumeroUno RazaNumeroUno thanks for following me on Twitter Happy Tweeting'
twitter,neutral,'Well I m kinda really bored right now time to waste some time reading quotes on twitter'
google,irrelevant,'Natalysanchezs seg n se un sentimiento google'
microsoft,irrelevant,'Recuerdan que Apple hab a comprado el dominio html5 com http t co qb0pix09 pues ahora es de Microsoft O Qu se traen estos'
twitter,negative,'WHY DFF IS TWITTER STILL LAGGIN ON SHOWIN WHO RETWEETS UR SHITT'
apple,neutral,'Stay hungry stay foolish Steve Jobs founder Apple WinningWithEL'
twitter,neutral,'I just installed Twidroyd for Twitter on my Android Phone It s Free and you can mute users http t co kIHs1HRm'
google,neutral,'Google To Begin Encrypting Searches Outbound Clicks By Default With SSL Search http t co bf5zVm0U searchengineland'
twitter,irrelevant,'RT TAXI twitter'
microsoft,negative,'http t co PUJYV9c0 With friends like Billgates and steveballmet at microsoft who needs enemies'
apple,negative,'Boy could apple make it any harder to put my purchased music from the cloud on to my new macbook pro You must authorize this computer'
apple,positive,'Apple downloads of iOS 5 are proving popular with users http t co NSHLfiUX'
microsoft,irrelevant,'Busco m s Desarrolladores C con experiencia tambi n en Testing para proyecto en Microsoft http t co IHKhqUQ8 net RRHH empleo'
microsoft,negative,'Nokia co operation with Microsoft listed as the 4th riskiest business move of the year http t co IYo86gVj'
twitter,irrelevant,'probando la videollamada en facebook buenooooo en esto si le ganaron a Twitter'
microsoft,neutral,'RT guardiantech Microsoft Kinect brings playful learning to the Xbox 360 http t co ys79quRD Gaming'
google,neutral,'Bravo u should have a cast of Latina housewives WE have some pretty successful Latina Women in this world GOOGLE them'
apple,irrelevant,'che palle sto cacchio di WP7 di merda con un Whatsapp che funziona di cacca per colpa del sistema di notifica apple send me an iphone'
google,positive,'I want the new google galaxynexus Android 4 0 is going to be the fucks'
apple,neutral,'SpeechTrans http t co TW3SzX61 on Apple App store listed as the best bi directional Speech To Speech Translator Posts on Twitter'
twitter,neutral,'ihateitwhen i think of a cool twit by da tym i grab da fone load twitter i would have forgotten it dumbass'
apple,neutral,'U pick Camera Iphone4s orCamera Ipad2 apple'
google,irrelevant,'Google Google Galaxy Nexus Seite ist online Teaser Video Caschys Blog 05 30 Uhr und die Galaxy Nexus Seit http t co kn18pgCD'
apple,positive,'S O to apple for replacing my phone for free'
microsoft,neutral,'stage Toulouse Microsoft net SuperBo te Win8 geeks http t co 7UHSLQII Please RT'
twitter,neutral,'Best night inna while newbestfriends wish you kids had Twitter amaturehour'
apple,neutral,'RT edatpost Apple fan Eric Holder spotted at the Genius Store http t co FTLttLPn'
twitter,irrelevant,'Lo Bueno de twitter es que no cualquier babos Tiene Claro que hay unos casos que'
microsoft,neutral,'Join Microsoft Experts in 1 hr for a live technical chat on WindowsPhone Mango Live Tiles http t co YPzLTs50 wpdev wp7 msteched'
microsoft,neutral,'Hm Can t decide if I should like it or not Microsoft OmniTouch http t co k074N0z2'
google,neutral,'google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http t co YLRL4lZy'
twitter,neutral,'RT x JustLucky x I don t know why I even bother checking FB anymore I stare for two minutes and just log off lol Twitter gt Fb'
apple,neutral,'Dropbox balked at acquisition by Apple My apps thank them http t co VsYPl9Xu'
microsoft,neutral,'grumbledook still poor central management from Apple then microsoft'
microsoft,irrelevant,'Microsoft SystemCenter http t co ZwDHUK2W'
twitter,irrelevant,'el twitter es demasiado adictivo'
apple,irrelevant,'Teach Different iTeach Therefore iAm http t co yozd8HCx apple teachforus teachforamerica ipad stevejobs'
apple,positive,'apple the iPhone 4s is great genius'
apple,negative,'zombiebomber have been on the phone with verizonwireless and apple pretty much ever since then Really annoyed'
microsoft,negative,'Microsoft Dynamics NAV is a cesspit Extreme consultingware To be avoided'
twitter,neutral,'RT Str8Talk123 Need to step my twitter game Where is teamfollowback miami ff JAYSCANDRETH WhatupHOE1211'
apple,positive,'iPhone 4S in Space http t co jINNHVwz this is amazing creative apple your products inspire people to do unbelievable things'
twitter,negative,'RT ItalianJoya i better be able to see my RT s tomorrow twitter and tell that lil blue ass bird and fat ass over capacity whale to'
apple,neutral,'Apple sells record 4M iPhone4S phones in first 3 days'
microsoft,irrelevant,'RT DonChambitas Busco m s Desarrolladores C con experiencia tambi n en Testing para proyecto en Microsoft http t co IHKhqUQ8 net'
twitter,irrelevant,'Skype geovannyacaro como en twitter geovannyacaro'
microsoft,neutral,'Tool to allow users to apply DataQuality rules directly from MS Excel Learn more infamarketplace http t co jkZqrnO6 Excel Microsoft'
apple,irrelevant,'RT aranzibia Las aplicaciones m s populares para iPhone v a AppleWeblog http t co m68Tzn1K iphone apple'
google,irrelevant,'Sistema de fotos panor micas na camera do icecream sandwich icecreamsandwich galaxynexus google samsung'
apple,negative,'apple why don t you guys test your upgrades before you put them out 15 1 2 hrs u guys wasted of my time yesterday Thanks'
apple,neutral,'is it me or blackberry is begging ppl not to go apple iphone http t co X3gdBUyK'
google,neutral,'RT meko2301 Google Android ICS IceCreamSandwich'
apple,irrelevant,'Fullscreen berall nur der AppStore hat keine Option daf r Warum apple'
twitter,neutral,'Wowww Can watching Twitter trends help predict the future http t co 2bRzlsGc via zite'
microsoft,neutral,'Microsoft Announces Interactive TV For Children s Games Story Books Xbox Microsoft family fb http t co BOCzCmbg'
twitter,neutral,'RT CNBC The World s 10 Most Tweeted Moments Link to Story http t co iKZiM8i5 Twitter'
twitter,irrelevant,'PorzelinCako jaja yo tmb esoy como maffer rdz como no tengo ni perro ps minimo Twitter jaja'
apple,positive,'Is it just me or is iOS5 faster for the iPad apple'
google,neutral,'Samsung Galaxy Nexus Official Launches Worldwide November http t co UX1CiB6A galaxynexus samsung google ics'
twitter,neutral,'gt RT RealJaythoven twitter and Facebook gone get sumbody beat up mane everybody b so reckless'
apple,irrelevant,'hervepierre mdr ouais une mauvaise exp rience avec les vendeurs Apple store m a fait hair l iphone'
google,irrelevant,'Android IceCreamSandwich 4 0 y el Galaxy Nexus no necesitas nada m s samsung google'
twitter,irrelevant,'Frank 2869 hey q pedo como vamos en TWITTER'
microsoft,neutral,'Microsoft announces two new Xbox 360 holiday bundles http t co GgLwTSlT'
apple,neutral,'Hey apple why is Siri not available for the Mac'
google,irrelevant,'DaphneDijkerman Wat let je om die vraag te stellen bij Blik op de weg er is vast wel een site waar dat kan google'
apple,neutral,'RT kvox Smart as hell The Great Tech War Of 2012 fmanjoo FastCompany http t co XiJYUoHZ Fab Four apple google amazon fac'
google,positive,'Thank god Gmail app has been redesigned under Android 4 0 Conversations automatically expanded Google Android ICS'
twitter,neutral,'NIGGAS B TALK REACLESS OVA TWITTER LIKE I DNT GOT DAT TOOL N MI TRUCK BASKETBALL OV COURSE'
google,positive,'iScream u scream v all scream android IceCreamSandwich A job well done by google and a major game changer in the mobile OS space'
twitter,neutral,'People that do this This Is My Twitter and pound everything Needs to delete their Twitter'
twitter,irrelevant,'NaniRicciHitch Mais oooh Je Joke comme on dit sur twitter On papote demain Bises'
google,irrelevant,'me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente GRACIAS GOOGLE'
google,irrelevant,'RT gattenist Google Google Galaxy Nexus 11 http t co zwSUFuez androidjp samsung google galaxynexus'
microsoft,neutral,'A Child s Eye View Of Microsoft s Kinect For Kids http t co xW1ACTtj solutions Kasper'
apple,positive,'Wow Great deals on refurbed iPad first gen models RT Apple offers great deals on refurbished 1st gen iPads http t co ukWOKBGd Apple'
google,positive,'Android Google Device Frame Generator Updated For Galaxy Nexus Your Screenshots Just Got Prettier http t co 9bWt2W6z DhilipSiva'
twitter,irrelevant,'nelsonfenc recupere el twitter para mi iPODzombi EpicWin de nuevo'
apple,negative,'azee1v1 apple umber Proper consolidation proper syncing stop losing my PURCHASED items checkboxes that do what you think they will do'
twitter,irrelevant,'Twitter R pido contundente y directo 17 razones para usarlo http t co m0NP3FCK sam1meta marketing sm'
twitter,neutral,'if u couldnt tweet from your phone a lot of people wouldnt be on twitter broke fact'
google,positive,'Bla1ze I was referring to Google Icecreamsandwich It looks amazing What imo android was missing I http t co rE4nLZgI'
google,neutral,'Microsoft s Ballmer We re beating Google in the cloud http t co XIq3v54f'
microsoft,neutral,'Microsoft builds a functioning holodesk to interact with digital items http t co otvmQxJ2'
microsoft,irrelevant,'Wie gut dass Google beim Nexus und Android4 den selben Fehler macht wie Microsoft Konzentration auf Spa nicht auf s Business'
twitter,irrelevant,'RT shezyyee Sunaa karo merii jaan in se un se afsaane sab ajnabi hain yahaan kaun kis ko pehchane Kaifi Shair Twitter'
twitter,neutral,'Sleep time twitter off'
microsoft,neutral,'Microsoft CEO on not http t co veCmSAHQ Buying Lucky Microsoft'
apple,negative,'Hmmmm a lot of Siri features don t work in Canada Location and directions Seriously apple come on'
apple,irrelevant,'Do not check other site for Uhmw Conveyor Now you go best site of Uhmw Conveyor http t co 8RMV5D2q 9 Pin Cable Apple'
apple,neutral,'apple Give Siri back'
microsoft,irrelevant,'XBLA in Brief Bejeweled 3 http t co HLVuTyCa bejeweled 3 microsoft'
apple,neutral,'Do people loved Steve Check out this photo from Apple store http t co jIqBGghC'
apple,negative,'yo apple this update is a disaster'
twitter,neutral,'twitter please forgive my last slew of tweets I m having a rough night but I pray you ll forgive me tosleepigo'
microsoft,neutral,'will be at the London Microsoft Partner Business Briefing tomorrow see some of you there'
microsoft,irrelevant,'RT JoelCardozo Microsoft en el futuro Kinect y su tecnolog a avanzada http t co JOVFeZRl'
google,neutral,'Installing the Ice Cream Sandwich SDK android google'
twitter,neutral,'I just installed Twidroyd for Twitter on my Android Phone It s Free and you can mute users http t co JlrUWRf6'
google,neutral,'http t co pUvXwjjc How do CMM BBC get massive hits Is Google work blogspot http t co KPdXWPEB wp http t co 31g0geqy'
google,irrelevant,'TIPP Kostenlose Google 1 und FB Likes Free Google 1 and FB Likes http t co eNfReVk3 GooglePlus Google 1 Facebook Likes'
google,neutral,'Reading Android 4 0 Ice Cream Sandwich Features Announced By Google HuffPost Oct 18 google http t co wmqNPcLV'
twitter,neutral,'Welcome to twitter jackpot15'
twitter,neutral,'need facebook fans twitter followers and youtube views by nvida2 i need http t co tK6IHH2B freelance job'
apple,negative,'Also EricGreenspan don t forget Apple stop closing the app store after each bloody purchase'
google,irrelevant,'samsung google android'
microsoft,irrelevant,'RT cynblackstone Zeer enthousiaste reacties op bedrijfsbezoek aan Microsoft voor de interim secretaresse dank Kelly en Brigitte v'
apple,negative,'Ok iTunesMusic idk wth is up but after syncing my phone my album art is out of order WTF Apple'
apple,neutral,'Win an Apple iPod Touch from Mommy gaga get the Pampers Hello World Baby Memories App http t co DLLabuAK PampersHelloApps'
google,irrelevant,'Google http t co 1vRAuo8S'
apple,neutral,'Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month'
microsoft,neutral,'Microsoft releases developer preview of Project Roslyn compiler http t co lpb9n510 Microsoft beta'
twitter,neutral,'So what twitter needs is a save tweet text function So I could st xyz 5 to save the 5th most recent msg on twitter site to read later'
microsoft,neutral,'Just installed Windows 7 Ultimate Service Pack 1 with IE9 It looks like IE9 is trying to look like Chrome windows7 ie9 microsoft ie8'
google,irrelevant,'RT ishpconsult Der langsame Tod von SEO Google Suche f r eingeloggte User verschl sselt http t co OlORx2Pc marketing search'
twitter,neutral,'Boaa noite twitter'
google,neutral,'Android Google Galaxy Nexus Press Release http t co JKrzYGBO DhilipSiva'
google,irrelevant,'AsiaClassifiedToday AdAsia 2011 A heavy dose for the creative minds http t co ZJ9k6FW6 A http t co BVaY8XPB asia google ads'
twitter,neutral,'BigBellyBigCuz RT Free Nuttball fuckyoumean Pittsburgh don t got the best twitter'
google,positive,'New Galaxy Nexus App Improvements Gmail offline search of last 30 days nexus samsung google android bit ly nEJbyE'
microsoft,neutral,'Funny BillGates Aprons w Google 1 ranked LTCartoon Got Microsoft http t co CStd8cPM humor foodie microsoft'
twitter,positive,'Dear twitter I have missed you Promise i ll keep in touch more often'
google,positive,'RT SamsungMobileCA Raise your hand if you now want an Android4 IceCreamSandwich powered GALAXYNexus phone Google Samsung'
microsoft,negative,'skype is ruining the friendship with your aggressive microsoft type selling If i need something i ll ask Thank you'
microsoft,neutral,'Microsoft chief admits lucky escape from buying Yahoo http t co xOqL8Wqh'
twitter,irrelevant,'tenho que ir dormir mais o twitter naum deixa S'
twitter,irrelevant,'Brandon Solano hahaha ve pues xD Ok bye de twitter ILTSM LL lt 3'
google,neutral,'RT dalmaer WebGL infinite bookcase UI http t co bvu1qtkT google'
microsoft,negative,'Skype often crashing microsoft what are you doing'
twitter,irrelevant,'Con tanto estudio me olvide de twitter'
twitter,neutral,'My twitter age is 285 days 8 hours 52 minutes 38 seconds Find out yours at http t co q5mvW7VF twittertime'
twitter,negative,'So much garbage Twitter'
apple,neutral,'One of the great entrepreneurs has died Steve Jobs has passed away Our hearts go out to his family and everyone at Apple'
apple,negative,'Dear apple Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade This hurts 3GS needsomethingtoread'
twitter,irrelevant,'Este TWITTER se esta saturando mucho'
twitter,neutral,'Ima Addicted To Twitter'
google,irrelevant,'Panoramique impl ment o android google nexusprime lt 3 j ai envie du tel mnt'
twitter,irrelevant,'My Twitter Diary is out http t co JLsrgOXI Top stories today via socialwediatips'
microsoft,neutral,'When are they going to drop the charade and list Steve Ballmer as one of the producers of Hawaii Five O productplacement microsoft ftl'
google,neutral,'Ballmer also said that the company has a variety of different ways to respond to Hangouts the group http t co brBjtB86 Google'
apple,negative,'apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S Needless to say I m back at the hotel relaxing'
microsoft,irrelevant,'Qu poco me gusta el bot n Me Gusta http t co TDZ8z1uu web microsoft tecnologia web'
twitter,irrelevant,'uff as con el twitter nada que hacer al respecto anoquesoci logo'
twitter,irrelevant,'RT Kcyoungboss RT nine oh SIMPLY DA BEST ON TWITTER MY TWEEPS Kcyoungboss JenniferWarters TONYTECH818 Kozak2012 3010lys TheLeg'
twitter,irrelevant,'Eita q o povo do twitter foi todos dormir'
google,negative,'The Google guys are illustrating the perils of a live demonstration admirably GalaxyNexus ICS Android'
google,positive,'New Galaxy Nexus App Improvements Inbuilt Panoramic Pictures nexus samsung google android bit ly nEJbyE'
twitter,neutral,'37 Ways to Use Twitter for Business http t co HGhMpoSE'
microsoft,irrelevant,'RT raZcacielo Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft http t co DZ9ZqCgX'
twitter,irrelevant,'Me estoy jeteando pero no puedo dejarte Twitter'
google,positive,'The Samsung Galaxy Nexus and Ice Cream Sandwich are sick android icecreamsandwich google'
microsoft,irrelevant,'game microsoft gamer new experience halo 2 microsoft insider halo 2 hacks beta test team http t co uk8sW8HZ Halo 2 Hacks'
microsoft,neutral,'Good summary of planned updates to Microsoft Cloud services in Q4 SharePoint Online Office365 CRM Azure http t co 3bL6rh5v'
twitter,neutral,'RT twinkleG ray Quit acting all hard It s only twitter'
google,irrelevant,'android google'
microsoft,neutral,'Microsoft shows touch screen for any surface Nanotech The Circuits Blog CNET News http t co qwhoCf5T via cnet'
microsoft,neutral,'Vertical Solutions is giving away a microsoft office pro pack at the 2011solutions conference Stop by their booth for a chance to win'
microsoft,neutral,'Breakfast at Microsoft with PMs in SF 10 25 http t co JXpUVecS'
google,neutral,'Galaxy Nexus the first Ice Cream Sandwich phone coming to Verizon http t co BiPvBdxz android google'
twitter,neutral,'RT SomalyMam You follow me on twitter Like my Foundation on facebook http t co 3kGgPh7z Together we can stop humantrafficking'
microsoft,neutral,'lukerussell1 iWantAnAutomaticPromotion and we ll be running Microsoft before you know it'
microsoft,neutral,'New post Touch Everywhere http t co KKDup8v1 microsoft research touch'
google,irrelevant,'RT twandroid La prise de captures d cran est officialis e google nexusprime'
microsoft,neutral,'Microsoft Community Blogs The 7 365 Review The Cloud s Impact on Business http t co gPB2MjFW'
apple,negative,'Why doesn t apple iCloud sync Stickies They ve always been around just nothing every progressed w them Why apple why gruber'
apple,negative,'Wtf apple 64 pages for the new terms conditions when u update ur apps from the iTunes store Do u really think we ll read em Really'
twitter,neutral,'Ok so my EX girlfriend hacked my TWITTER this should be funny'
google,irrelevant,'RT esmandau BREAKING NEWS Samsung Filtra Accidentalmente la foto del Galaxy Nexus http t co vEgkjIfQ Android GalaxyNexus Google'
twitter,neutral,'STARANDDRAMA JAMMERS302 BE KILLIN TWITTER FOLLOW US'
twitter,neutral,'SusanFelicity Many people pay little attention to important issues I strongly believe social media like twitter is changing this'
google,neutral,'Facebook vs Google Which SocialMedia Platform is the Best for You customerthink http t co QqkviaAn'
google,neutral,'Samsung Galaxy Nexus vs Galaxy S II Nexus One and Nexus S macro hands on http t co F9l7GnWT Google NexusS'
microsoft,neutral,'Microsoft Steve Ballmer speaks at Web 2 0 Summit in San Francisco http t co awtf2xJW Bing Android Google Apple Amazon'
google,positive,'Google Samsung Perfect Icecream sandwich GalaxyNexus'
twitter,irrelevant,'RT SaeldesN AndeersonF N is Indicar eu ai no teu twitter Pra Galera Seguir Pode Ser'
microsoft,neutral,'Club CALUMO was FUN See the vidio CALUMO Blog Denali Microsoft SQLServer http t co Hfzf2cJe via calumo'
twitter,irrelevant,'s vejo DadynhaSantos dando RT em conversas no twitter'
twitter,neutral,'natemarozzi that s what Twitter is for'
apple,neutral,'Win an Apple iPod Touch from Mommy gaga get the Pampers Hello World Baby Memories App http t co r0WYm1jX PampersHelloApps'
apple,negative,'90 minutes after being at 100 my iPhone 4 post ios5 upgrade has lost 40 of its charge and the apple store folks are out of ideas'
google,neutral,'Google officially announces Ice Cream Sandwich http t co u702sosO android google'
apple,irrelevant,'apple dette blir for dumt http t co zqKMkq91'
google,irrelevant,'HANBELL SCREW COMPRESSORS MAINTENANCE MANUAL pdf ebook http t co m4T1kxiz google'
apple,neutral,'Bah Genius BAR RT edatpost Apple fan Eric Holder spotted at the Genius Store http t co FTLttLPn'
twitter,irrelevant,'AndeersonF N is Indicar eu ai no teu twitter Pra Galera Seguir Pode Ser'
microsoft,neutral,'New 70 680 Exam Questions are available techxams http t co S0VxsRuU Microsoft'
twitter,irrelevant,'PartyLiveFree TWITTER FOLLOWERS FACEBOOK LIKES YOUTUBE VIEWS EMAIL BLASTS ETC http t co fJ8BigTe'
google,irrelevant,'Android4 0 Google'
google,negative,'Why Google Has Uphill Battle Vs Facebook Sean Parker http t co L8RSX1Yf google'
google,neutral,'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at what s new from Android http t co DGGsNOh2'
apple,neutral,'Is it JUST a coincidence that Apple named their virtual assistant after Tom and Katie s robot daughter'
microsoft,irrelevant,'Termine am 20 Oktober ADVA Nokia und Microsoft ffnen ihre B cher http t co aoZoNUKf'
google,positive,'goodbye Bump Google ICS'
google,irrelevant,'Pqp Icecream Sandwich t muito foda Hail google ICS android 4 0'
google,neutral,'it s in the curve baby http t co ORDg1z2F google nexus android samsung'
apple,negative,'Dear apple please send me my Mac Book back surely the repair is done by now Thanks'
apple,negative,'I really hate dealing with the brain dead people at the apple store For such good products customer service sucks'
google,irrelevant,'Ho come l impressione che la recente evoluzione di facebook abbia creato un ulteriore solco con google la vittoria finale'
apple,positive,'4 millions in a weekend 16 iPhone4S per second This is madness no this is Apple'
apple,positive,'apple good ipad'
google,irrelevant,'O android 4 0 Ice Cream Sandwich agenda de contato esta parecendo o windows phone 7 google android'
twitter,irrelevant,'Ella dice que yo soy su Ni o del Twitter'
apple,neutral,'IHS iPhone 4S shows key design and component changes http t co UxfA8Ukg apple apple iphome4S ios5'
google,irrelevant,'brown45235 vibro http t co uoIfnklJ gnu gome google hadopi health http t co V690lfLS'
apple,positive,'I must admit apple has made me a very happy camper I have text tones now Lol Ring tone MakeMeProud Drakes vers Text tone Nicki s'
apple,neutral,'apple and nintendo need to partner up for the app store'
apple,neutral,'azee1v1 apple umber Better file info easier to get to duplication of files when importing Categorizing files'
google,irrelevant,'android 4 0 google'
apple,negative,'RT nansen so this SMS full message is known apple issue with new iOS5 update trying restore When all else fail restore'
google,neutral,'Samsung Galaxy Nexus the new official Google smartphone with Android 4 0 Ice Cream Sandwich http t co S8hSL06q Google Android'
microsoft,neutral,'RT MahimaKurra CloudNewsIndia Microsoft Announces Open Source based Cloud Service http t co MtK3XZ2l'
microsoft,neutral,'Microsoft bringing touchscreens to walls clothes and more http t co bmQf5wEx tech'
twitter,irrelevant,'10 20 Android4 0 http t co BUGFa8Xj twitter'
twitter,irrelevant,'aa suavi bando de cornos cornas nun desejo boa noitte pra min uma maldi o pra vo s viciados en Twitter haha'
google,negative,'The face recognition unlock would be cool if it works android google icecreamsandwich'
twitter,neutral,'Nite twitter'
google,neutral,'Welcome Ice Cream Sandwich android google icecreamsandwich http t co IFlB5EhJ'
twitter,neutral,'My twitter age is 1 year 65 days 18 hours 47 minutes 24 seconds Find out yours at http t co tQMSBDrx twittertime'
google,negative,'Google introduce new Android tablet called Ice Cream Sandwich I m a Singaporean and I m very confused'
google,irrelevant,'Settlement with Multiple Plaintiffs The Role of Insolvency pdf ebook http t co YEl8Pq4O google'
apple,neutral,'Over the weekend Apple sold more than 4 000 000 iPhones That s about 16 iPhones sold every second'
twitter,neutral,'I don t know why people choose to talk to me on Twitter when you have my number'
google,irrelevant,'keizai sumaho google http t co h822eCym'
google,irrelevant,'viva Microsoft o google para e copiar a apple e copia o wp7 de tao bom que Incrivel como a interface metro esta ali'
google,neutral,'Google springs IceCreamSandwich on Samsung GalaxyNexus smartphone Android tablets soon http t co yyU5q0I7 TabTimes'
apple,negative,'apple iphone Please deliver my daughter s i4s she is driving me nuts iphone'
google,neutral,'Android 4 0 Ice Cream Sandwich announcement round up android google http t co 3SvjOtjT'
google,positive,'ICS is Sick good work google team'
google,neutral,'Google Android ICS IceCreamSandwich'
microsoft,neutral,'Are you an digital expert Or an online amateur http t co oizGNXGT Microsoft'
twitter,neutral,'Log off Facebook On Twitter But I Think i m bout to going to sleep'
apple,neutral,'RT Apple sells 4 million iPhone 4S in 3 days http t co vElmtzNS via reuters'
